Combination,Mean Error,Mean Squared Error
H index Total Docs(3yrs) Total Refs. Total cites(3yrs) Ref ,0.9951616891436402,4.5336692130858935
H index Total Docs(3yrs) Total Refs. Total cites(3yrs) ,1.0149147986273148,4.615317502051868
H index Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5128658220296256,1.5345344828478684
H index Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) ,0.521448165736478,1.543268046238776
H index Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Ref ,1.0653443531461486,5.07396830609578
H index Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) ,1.0888208983797865,5.15276395936821
H index Total Docs(3yrs) Total Refs. Cites(2 yrs) Ref ,0.5135170108023392,1.5365485294509773
H index Total Docs(3yrs) Total Refs. Cites(2 yrs) ,0.5233407689170333,1.5461919039175591
H index Total Docs(3yrs) Total Refs. Ref ,1.0792118852743668,5.036597427415972
H index Total Docs(3yrs) Total Refs. ,1.102267295900193,5.113990725898197
H index Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5089746027237467,1.5224342804676523
H index Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5170966773760157,1.525185816885665
H index Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Ref ,0.9764365208344064,4.515990031990506
H index Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) ,0.9946892736662496,4.649346098147186
H index Total Docs(3yrs) Total cites(3yrs) Cites(2 yrs) Ref ,0.5111039048879262,1.5292463757051815
H index Total Docs(3yrs) Total cites(3yrs) Cites(2 yrs) ,0.5217728501779353,1.53536441498476
H index Total Docs(3yrs) Total cites(3yrs) Ref ,0.996065646838149,4.540160024617424
H index Total Docs(3yrs) Total cites(3yrs) ,1.0178633412833582,4.651167987382239
H index Total Docs(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5127870602309619,1.535135047033297
H index Total Docs(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5219057588158876,1.5425746355122385
H index Total Docs(3yrs) Citable Docs(3 yrs) Ref ,1.0789010782568986,5.12697343420692
H index Total Docs(3yrs) Citable Docs(3 yrs) ,1.1082641091426577,5.249745090050552
H index Total Docs(3yrs) Cites(2 yrs) Ref ,0.5134565518844559,1.5368686105856828
H index Total Docs(3yrs) Cites(2 yrs) ,0.5242507640080443,1.545158511075255
H index Total Docs(3yrs) Ref ,1.0891193784313868,5.079148708727354
H index Total Docs(3yrs) ,1.1157308478195989,5.1997395243695825
H index Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.51092581543207,1.5278923998344955
H index Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5201504072673926,1.5327943813959954
H index Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Ref ,0.9871219630393725,4.48410961857569
H index Total Refs. Total cites(3yrs) Citable Docs(3 yrs) ,1.0052943407486497,4.56568909598249
H index Total Refs. Total cites(3yrs) Cites(2 yrs) Ref ,0.5097079690085757,1.52195840375618
H index Total Refs. Total cites(3yrs) Cites(2 yrs) ,0.5188549235945865,1.5240465267442636
H index Total Refs. Total cites(3yrs) Ref ,1.0300727484591194,4.911640902431748
H index Total Refs. Total cites(3yrs) ,1.0697129705525554,5.109875834465368
H index Total Refs. Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5136754710477257,1.53651020349571
H index Total Refs. Citable Docs(3 yrs) Cites(2 yrs) ,0.523911051084065,1.54623658868042
H index Total Refs. Citable Docs(3 yrs) Ref ,1.0772121227035805,5.022304678734897
H index Total Refs. Citable Docs(3 yrs) ,1.099038157760287,5.097653361084436
H index Total Refs. Cites(2 yrs) Ref ,0.5143703463528972,1.5325495954372077
H index Total Refs. Cites(2 yrs) ,0.5266735973406625,1.5416592388089214
H index Total Refs. Ref ,1.0800865931199368,5.098689996745045
H index Total Refs. ,1.1087755568441071,5.23231956829521
H index Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5107864612653004,1.5279289357234573
H index Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5213245361213869,1.5327342247705174
H index Total cites(3yrs) Citable Docs(3 yrs) Ref ,0.9899771496057512,4.5034798874203394
H index Total cites(3yrs) Citable Docs(3 yrs) ,1.0102147289260512,4.619329431077886
H index Total cites(3yrs) Cites(2 yrs) Ref ,0.508627195330942,1.5190872149196712
H index Total cites(3yrs) Cites(2 yrs) ,0.5198222747241918,1.5260561696453663
H index Total cites(3yrs) Ref ,1.0358304634452604,4.9833959616713255
H index Total cites(3yrs) ,1.072823236350736,5.144693511394346
H index Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.513600723028936,1.537035414616324
H index Citable Docs(3 yrs) Cites(2 yrs) ,0.5245996611999484,1.545267385635659
H index Citable Docs(3 yrs) Ref ,1.0905902810105723,5.072340229821811
H index Citable Docs(3 yrs) ,1.1159091344243273,5.192171448615294
H index Cites(2 yrs) Ref ,0.514761828776419,1.5305123168798616
H index Cites(2 yrs) ,0.5265133406210724,1.5405528622268039
H index Ref ,1.0847994819935842,5.095605644955264
H index ,1.1136536615250394,5.228116662014173
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5079471884864165,1.5152800874184493
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5123748620648308,1.5154370835884323
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.0105969202906566,4.578878310949515
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) ,1.0514043746100648,4.711306327127388
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Cites(2 yrs) Ref ,0.510107997451902,1.5219808499613183
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Cites(2 yrs) ,0.5162593303536108,1.523748081431098
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) Ref ,1.019193263654343,4.609027161636756
Total Docs(2017) Total Docs(3yrs) Total Refs. Total cites(3yrs) ,1.0623620625778387,4.744084230355401
Total Docs(2017) Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5112841828501419,1.5265132146303984
Total Docs(2017) Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) ,0.5180787209472768,1.533167356484982
Total Docs(2017) Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Ref ,1.2535320653515347,5.945768039659787
Total Docs(2017) Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) ,1.3202747738137501,6.1783564760127625
Total Docs(2017) Total Docs(3yrs) Total Refs. Cites(2 yrs) Ref ,0.5117507581228488,1.5274289964841035
Total Docs(2017) Total Docs(3yrs) Total Refs. Cites(2 yrs) ,0.5193262018414192,1.533969007941519
Total Docs(2017) Total Docs(3yrs) Total Refs. Ref ,1.2441657043215775,5.848977634763012
Total Docs(2017) Total Docs(3yrs) Total Refs. ,1.3152446117966419,6.0919102399246885
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.507692363585641,1.5148744796010847
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5146680773148606,1.5174362942067994
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.0211570327443906,4.5302511358406
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) ,1.0518834771747814,4.691787092259714
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Cites(2 yrs) Ref ,0.5098906867328487,1.5216279403418493
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Cites(2 yrs) ,0.5196930989587253,1.527497899581512
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) Ref ,1.0288981862251634,4.550370162678197
Total Docs(2017) Total Docs(3yrs) Total cites(3yrs) ,1.0622777104898118,4.69182326000595
Total Docs(2017) Total Docs(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5110006596589918,1.5263675664605143
Total Docs(2017) Total Docs(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5198465407674946,1.5342680035410525
Total Docs(2017) Total Docs(3yrs) Citable Docs(3 yrs) Ref ,1.2598096044181302,5.957919179083005
Total Docs(2017) Total Docs(3yrs) Citable Docs(3 yrs) ,1.3206807541533292,6.180413345956581
Total Docs(2017) Total Docs(3yrs) Cites(2 yrs) Ref ,0.5115584299289523,1.5273069064823608
Total Docs(2017) Total Docs(3yrs) Cites(2 yrs) ,0.5218657204948183,1.5354349528337863
Total Docs(2017) Total Docs(3yrs) Ref ,1.2519160267175764,5.862247242242417
Total Docs(2017) Total Docs(3yrs) ,1.3151335510487443,6.091106429739436
Total Docs(2017) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5097645597233772,1.5206470513844483
Total Docs(2017) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5157145691499737,1.5215117431540326
Total Docs(2017) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.0143740183825878,4.556444151753772
Total Docs(2017) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) ,1.0567629686225946,4.691456649838895
Total Docs(2017) Total Refs. Total cites(3yrs) Cites(2 yrs) Ref ,0.5089540140214864,1.5175195642939445
Total Docs(2017) Total Refs. Total cites(3yrs) Cites(2 yrs) ,0.5154250379290066,1.5204404511335252
Total Docs(2017) Total Refs. Total cites(3yrs) Ref ,1.0758770803892406,4.999557235108662
Total Docs(2017) Total Refs. Total cites(3yrs) ,1.1242232475133458,5.194850784687437
Total Docs(2017) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5119819719870706,1.5279846953910374
Total Docs(2017) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) ,0.5197495743977733,1.5347538978870765
Total Docs(2017) Total Refs. Citable Docs(3 yrs) Ref ,1.2471749631406097,5.850628322607877
Total Docs(2017) Total Refs. Citable Docs(3 yrs) ,1.317642470232865,6.091153835874236
Total Docs(2017) Total Refs. Cites(2 yrs) Ref ,0.5133734079476812,1.5313923943040249
Total Docs(2017) Total Refs. Cites(2 yrs) ,0.5215412480781834,1.538782717548233
Total Docs(2017) Total Refs. Ref ,1.2557832831390947,5.864509523976918
Total Docs(2017) Total Refs. ,1.3240828146904984,6.099002026702562
Total Docs(2017) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5095412454603305,1.520295854846017
Total Docs(2017) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5190124494406062,1.5248118672639
Total Docs(2017) Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.0227507284000108,4.496902827365485
Total Docs(2017) Total cites(3yrs) Citable Docs(3 yrs) ,1.0566263703687024,4.645269392312739
Total Docs(2017) Total cites(3yrs) Cites(2 yrs) Ref ,0.5087268127326723,1.5170818908337316
Total Docs(2017) Total cites(3yrs) Cites(2 yrs) ,0.5189586219726121,1.5246165566614207
Total Docs(2017) Total cites(3yrs) Ref ,1.0993416662376723,4.976513577095676
Total Docs(2017) Total cites(3yrs) ,1.1302939922426414,5.147809611314536
Total Docs(2017) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5117714273089019,1.5278460358798092
Total Docs(2017) Citable Docs(3 yrs) Cites(2 yrs) ,0.5222393412003035,1.5362737290846855
Total Docs(2017) Citable Docs(3 yrs) Ref ,1.253937743455335,5.865538059554517
Total Docs(2017) Citable Docs(3 yrs) ,1.317633200350642,6.091091141181646
Total Docs(2017) Cites(2 yrs) Ref ,0.5130372390329148,1.5313702806601457
Total Docs(2017) Cites(2 yrs) ,0.5232357724429516,1.5393185314315738
Total Docs(2017) Ref ,1.259081803021292,5.8757381662570705
Total Docs(2017) ,1.3247684099741561,6.101020959467668
Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5080960913780633,1.5154934745619495
Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5144078200356104,1.5164644124851483
Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.028872457076982,4.578326227178949
Total Docs(3yrs) Total Refs. Total cites(3yrs) Citable Docs(3 yrs) ,1.0553433484642363,4.702281562312429
Total Docs(3yrs) Total Refs. Total cites(3yrs) Cites(2 yrs) Ref ,0.5102751835639647,1.5221993852350637
Total Docs(3yrs) Total Refs. Total cites(3yrs) Cites(2 yrs) ,0.5186510848276044,1.5254237434623865
Total Docs(3yrs) Total Refs. Total cites(3yrs) Ref ,1.0371902698923448,4.611879494039789
Total Docs(3yrs) Total Refs. Total cites(3yrs) ,1.0657039804577506,4.730145973458854
Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5113229464581379,1.5264727755945997
Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Cites(2 yrs) ,0.5193624422013099,1.5330052730813366
Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) Ref ,1.2687923204072085,5.971940245385772
Total Docs(3yrs) Total Refs. Citable Docs(3 yrs) ,1.3205435237250702,6.180044760387687
Total Docs(3yrs) Total Refs. Cites(2 yrs) Ref ,0.5118047812970795,1.5273839651686631
Total Docs(3yrs) Total Refs. Cites(2 yrs) ,0.5209087814643608,1.5337923710904386
Total Docs(3yrs) Total Refs. Ref ,1.2613260459396534,5.87721141692156
Total Docs(3yrs) Total Refs. ,1.3156941162296496,6.092547135040958
Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5076160437118101,1.514642364245718
Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5149907266378868,1.5170554951193094
Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.028639557934373,4.561761428990832
Total Docs(3yrs) Total cites(3yrs) Citable Docs(3 yrs) ,1.0550913668895519,4.716188333826997
Total Docs(3yrs) Total cites(3yrs) Cites(2 yrs) Ref ,0.5098196166512883,1.5213247835821895
Total Docs(3yrs) Total cites(3yrs) Cites(2 yrs) ,0.5199351004684258,1.5270341663807747
Total Docs(3yrs) Total cites(3yrs) Ref ,1.0359977716855553,4.576561454631174
Total Docs(3yrs) Total cites(3yrs) ,1.0648030630172558,4.712278161234984
Total Docs(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5108871949372855,1.5258571407850285
Total Docs(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5197835250466155,1.5334830880499994
Total Docs(3yrs) Citable Docs(3 yrs) Ref ,1.2688171655940668,5.971929671439071
Total Docs(3yrs) Citable Docs(3 yrs) ,1.3224896121786656,6.1891640997283375
Total Docs(3yrs) Cites(2 yrs) Ref ,0.5114520722173173,1.5268706831112333
Total Docs(3yrs) Cites(2 yrs) ,0.5219195716231791,1.5347438875453585
Total Docs(3yrs) Ref ,1.2610971800802953,5.8762994661059045
Total Docs(3yrs) ,1.3170804219847843,6.099870298520315
Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5100376605140898,1.5210362429748832
Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5185819073117437,1.5235313649982658
Total Refs. Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.031469303511765,4.557835104905217
Total Refs. Total cites(3yrs) Citable Docs(3 yrs) ,1.0602647664128952,4.674598814244208
Total Refs. Total cites(3yrs) Cites(2 yrs) Ref ,0.5090102847540485,1.5167785471916517
Total Refs. Total cites(3yrs) Cites(2 yrs) ,0.5176090078552168,1.5171077639380084
Total Refs. Total cites(3yrs) Ref ,1.0793263504468547,4.984534674071384
Total Refs. Total cites(3yrs) ,1.1289396232703723,5.237849703658971
Total Refs. Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.512070852197718,1.5279308243310212
Total Refs. Citable Docs(3 yrs) Cites(2 yrs) ,0.5216302941064728,1.534723064906621
Total Refs. Citable Docs(3 yrs) Ref ,1.2661145192867915,5.882424620973955
Total Refs. Citable Docs(3 yrs) ,1.3182682986159864,6.091801053105187
Total Refs. Cites(2 yrs) Ref ,0.514304372563078,1.5322778399645376
Total Refs. Cites(2 yrs) ,0.527138024112849,1.5434483147885387
Total Refs. Ref ,1.2939058148634974,5.9466662979185925
Total Refs. ,1.331008950002879,6.11389792570924
Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5095239721274282,1.5201246951822118
Total cites(3yrs) Citable Docs(3 yrs) Cites(2 yrs) ,0.5195019171800714,1.52455033428859
Total cites(3yrs) Citable Docs(3 yrs) Ref ,1.0312251816821525,4.536353411576439
Total cites(3yrs) Citable Docs(3 yrs) ,1.0603284968523927,4.676130600753342
Total cites(3yrs) Cites(2 yrs) Ref ,0.5072424937014393,1.5113399284896614
Total cites(3yrs) Cites(2 yrs) ,0.5179522930781517,1.5179208634014096
Total cites(3yrs) Ref ,1.0944965033965366,5.110027409257063
Total cites(3yrs) ,1.1426567263421827,5.3206678695380605
Citable Docs(3 yrs) Cites(2 yrs) Ref ,0.5116558565180258,1.5273316022242205
Citable Docs(3 yrs) Cites(2 yrs) ,0.5223904374897264,1.535454398655491
Citable Docs(3 yrs) Ref ,1.266067971589564,5.882462197437747
Citable Docs(3 yrs) ,1.3202190769758098,6.100974053780481
Cites(2 yrs) Ref ,0.5167370160035716,1.538556554894203
Cites(2 yrs) ,0.5286865641189065,1.5490502536718844
Ref ,1.3504796585742984,6.052799739004314
,1.3836611415752738,6.230219447580948
